crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_prediction,risk_score
wheat,7.657,662.02,10.06,557.16,34.04,42.12,25.44,49.74,5.71,7.39,253.54,21.73,80.66,0.654,0.7126,0.4843,0.8497,0.109,-0.3268,-0.441,-0.2696,0.1992,0.1365,0.2868,2,-5.99,7.12,0.0,0.0606,0.1921,4.225,18.214082045426643
cotton,3.972,487.57,65.86,410.4,26.61,35.15,21.15,70.32,5.7,6.87,264.8,13.85,199.17,1.348,0.6868,0.555,0.8199,0.0981,0.0536,-0.0875,0.1194,0.4126,0.3537,0.5125,3,7.38,0.15,0.0,0.2432,0.109,2.733,17.80571880229252
cotton,1.382,516.93,3.69,516.78,28.75,31.98,21.12,54.96,16.91,6.79,213.93,11.97,195.27,0.517,0.5631,0.3251,0.676,0.0712,-0.2126,-0.3478,-0.1517,0.1359,-0.0238,0.2951,5,-5.08,0.0,0.0,0.1706,0.257,2.648,18.520760245582554
soybean,6.371,595.8,32.98,659.49,22.2,27.06,12.85,62.53,4.46,6.66,287.63,18.53,190.14,0.826,0.7432,0.4662,0.8461,0.0894,-0.0621,-0.1929,0.0966,0.2497,0.1825,0.3874,5,-4.49,0.0,0.0,0.0901,0.0443,3.879,5.686334511898328
soybean,3.54,590.46,38.16,463.82,25.51,33.79,15.42,60.22,13.66,6.0,144.94,33.11,198.83,0.746,0.6277,0.4318,0.7856,0.138,-0.1081,-0.2715,0.0504,0.2391,0.0954,0.3479,5,1.73,0.0,0.0,0.1286,0.0922,4.072,10.065541442268847
maize,1.152,578.3,22.72,685.66,38.38,40.97,28.27,74.64,6.13,6.51,305.89,20.9,242.07,0.529,0.5057,0.2184,0.6337,0.0888,-0.6007,-0.6839,-0.4382,0.0327,-0.0851,0.1943,5,-0.7,5.97,0.0,0.3905,0.3585,4.807,38.07246515011753
rice,0.868,443.25,16.27,354.12,26.9,34.11,18.74,90.17,21.54,5.98,340.9,23.52,203.49,1.276,0.7709,0.5808,0.9678,0.0618,-0.0774,-0.1366,0.0334,0.2452,0.1826,0.3304,5,10.03,0.0,0.0,0.4599,0.2293,6.035,32.94647268415754
rice,3.357,711.96,12.22,623.29,26.27,36.87,16.86,77.85,15.57,7.43,104.26,32.18,167.59,0.897,0.5521,0.359,0.6567,0.0558,-0.1044,-0.2891,0.0011,0.1683,0.0388,0.3473,3,-5.79,1.87,0.0,0.1632,0.0827,5.761,12.279890256812001
maize,1.341,496.89,20.36,498.84,22.76,33.01,17.32,80.89,9.67,6.67,194.31,36.1,118.43,0.432,0.6971,0.4244,0.8884,0.0741,-0.0955,-0.2444,-0.034,0.3287,0.2366,0.4717,2,8.09,0.0,0.0,0.2852,0.2291,6.383,25.028214422652024
cotton,3.309,255.14,18.18,219.75,24.86,30.41,18.45,65.12,10.41,5.86,176.44,24.09,159.7,0.718,0.5815,0.3472,0.7098,0.0702,-0.0999,-0.278,0.0946,0.3465,0.2782,0.4304,1,8.66,0.0,0.0,0.1532,0.1354,2.226,15.622401018411464
wheat,6.745,281.17,9.06,275.99,33.51,38.59,23.26,98.0,10.07,6.22,269.45,10.22,137.17,0.672,0.6298,0.4385,0.8139,0.0626,-0.3588,-0.4255,-0.2545,0.0674,-0.1076,0.2074,3,-5.54,3.59,0.0,0.533,0.3256,3.958,40.074138659593636
rice,3.936,588.3,44.45,699.53,29.31,35.68,22.98,70.81,20.2,6.31,126.67,28.17,210.8,0.92,0.6095,0.4241,0.779,0.0274,-0.2224,-0.3279,-0.0469,0.2707,0.1791,0.4505,4,9.6,0.68,0.0,0.2553,0.2435,5.589,25.69356081168791
rice,8.335,670.06,15.59,783.76,27.37,33.85,21.58,79.05,9.02,7.41,60.0,29.5,153.7,0.722,0.5507,0.3269,0.6427,0.0506,-0.2233,-0.3039,-0.0354,0.2064,0.0724,0.3782,3,2.62,0.0,0.0,0.1905,0.2264,5.694,18.95507122502447
wheat,8.425,460.63,89.79,379.6,22.43,32.65,10.49,86.16,16.66,7.27,323.4,30.02,134.66,0.999,0.8482,0.6978,1.0,0.097,0.1275,-0.0483,0.2135,0.44,0.3202,0.601,1,0.1,0.0,0.0,0.3808,0.1984,5.059,24.570779133432243
soybean,2.445,1181.85,58.36,859.5,21.35,32.45,14.79,90.74,10.36,7.16,209.74,21.39,196.69,1.411,0.5995,0.4939,0.7753,0.1115,0.0909,-0.0412,0.1528,0.4442,0.2793,0.5124,1,1.32,0.0,0.0,0.2248,0.1515,3.241,16.519880188600666
chickpea,4.103,559.6,6.51,547.46,28.71,37.47,23.5,62.06,15.04,7.53,291.25,20.74,189.34,0.998,0.7372,0.5933,0.9209,0.1129,-0.1003,-0.1636,0.0581,0.2263,0.1095,0.3987,2,0.99,2.47,0.0,0.1568,0.1911,2.955,17.845120232795537
rice,6.682,386.01,8.36,398.05,30.04,34.02,23.84,50.79,18.55,6.16,378.42,30.61,224.36,0.575,0.8577,0.632,1.0,0.1296,-0.2664,-0.3206,-0.0812,0.2948,0.1337,0.4024,1,1.04,0.0,0.0,0.0386,0.3608,5.94,18.137962180926433
maize,8.857,729.64,36.06,666.09,28.21,36.14,18.77,75.11,22.3,6.09,269.12,16.19,142.15,0.866,0.8367,0.5692,0.9268,0.0984,-0.0585,-0.1487,0.0641,0.4404,0.2969,0.5719,1,-10.0,1.14,0.0,0.2008,0.2791,6.663,21.89150958141721
chickpea,0.522,587.64,13.58,450.19,24.88,30.44,17.71,47.73,28.77,6.78,188.63,43.43,208.82,1.017,0.6767,0.5631,0.8217,0.0692,0.0243,-0.1721,0.2134,0.3487,0.2796,0.5187,4,7.1,0.0,0.0,0.0697,0.1011,3.046,10.067359808740525
rice,4.877,592.67,27.96,648.66,29.53,36.72,22.42,87.0,15.16,7.27,315.52,10.14,133.71,0.555,0.6901,0.445,0.8461,0.0586,-0.1695,-0.3294,-0.0206,0.1412,0.0784,0.3029,2,4.06,1.72,0.0,0.4128,0.2862,5.367,33.03024636177192
wheat,2.868,510.77,43.5,475.93,29.85,34.08,20.5,78.73,4.82,6.3,257.24,20.31,202.93,0.478,0.7347,0.6039,0.9068,0.1462,-0.2006,-0.3293,-0.0446,0.1961,0.1416,0.3305,5,8.43,0.0,0.0,0.2306,0.1842,4.993,20.901790478042344
cotton,1.424,806.33,14.38,793.68,23.87,28.93,17.89,88.7,6.08,6.97,236.34,30.57,257.26,1.025,0.6343,0.3889,0.7584,0.0945,-0.0122,-0.1003,0.0389,0.3902,0.2772,0.4877,1,2.7,0.0,0.0,0.109,0.1653,2.554,12.899785806839425
rice,4.481,653.12,60.84,517.23,30.63,39.08,22.69,83.53,16.01,7.61,326.99,29.21,243.04,0.15,0.8199,0.6039,0.9516,0.0807,-0.0913,-0.1536,-0.0214,0.207,0.1163,0.3489,1,1.19,4.08,0.0,0.5477,0.4152,5.854,45.629671740888554
wheat,0.621,692.7,31.13,464.03,29.15,36.98,22.85,48.85,24.04,6.42,145.48,26.83,131.22,0.592,0.5135,0.3865,0.6103,0.0634,-0.1245,-0.2014,-0.0563,0.205,0.0833,0.3771,1,8.95,1.98,0.0,0.1421,0.1707,5.096,18.836646042534912
rice,6.713,870.85,59.3,1062.62,23.89,31.81,16.09,61.79,12.14,6.75,227.3,40.68,201.56,0.871,0.8573,0.5588,1.0,0.0456,0.003,-0.1102,0.0795,0.3392,0.2497,0.5069,2,11.45,0.0,0.0,0.1458,0.1168,6.002,15.536497935372367
wheat,9.665,423.5,14.5,500.99,20.54,28.26,14.32,68.95,15.53,6.77,193.69,37.92,183.61,0.907,0.7051,0.5291,0.8118,0.0464,0.0611,-0.0043,0.1245,0.3963,0.2565,0.5744,5,5.36,0.0,0.0,0.1226,0.0711,4.836,10.241693267504782
chickpea,9.311,150.0,1.99,168.34,26.16,31.63,19.11,72.45,11.48,8.2,227.82,15.27,111.87,0.527,0.7926,0.5151,0.9098,0.076,-0.0298,-0.0811,0.0693,0.1781,0.004,0.2804,5,7.99,0.0,0.0,0.1871,0.1725,2.833,18.42457455505075
rice,8.977,642.8,10.95,699.69,28.6,36.18,22.3,72.36,7.51,6.2,206.5,24.14,156.0,1.298,0.7375,0.4532,0.8813,0.0688,-0.2016,-0.3593,-0.1069,0.231,0.1518,0.3713,4,-8.35,1.18,0.0,0.0961,0.0067,6.173,5.4287864561800205
soybean,2.597,681.69,24.19,675.59,30.74,38.39,24.72,77.27,21.58,6.22,279.14,25.65,253.67,0.294,0.8547,0.5839,0.9713,0.0226,-0.2644,-0.4619,-0.1812,0.2125,0.1207,0.3627,4,3.42,3.39,0.0,0.1575,0.2424,4.261,22.00718275504435
rice,1.809,845.39,28.89,840.67,28.34,38.78,22.98,82.15,14.66,6.58,396.86,30.98,225.44,1.189,0.7933,0.5021,0.8938,0.0685,-0.2341,-0.3571,-0.1675,0.2288,0.1288,0.3208,3,5.6,3.78,0.0,0.1198,0.205,5.837,19.99438495712365
rice,3.219,539.68,49.83,578.6,26.13,34.46,17.34,76.8,20.27,6.19,261.39,19.95,184.05,0.974,0.6818,0.4711,0.8561,0.0712,0.0639,-0.0507,0.2416,0.3588,0.2747,0.519,1,5.18,0.0,0.0,0.1813,0.2291,5.752,19.662561599683755
maize,5.984,806.79,16.81,906.22,24.91,30.87,15.62,90.54,12.2,6.92,274.11,49.72,178.27,1.125,0.6175,0.4288,0.7992,0.1424,-0.0281,-0.1652,0.0778,0.3397,0.164,0.4139,5,4.53,0.0,0.0,0.4201,0.2869,6.685,31.818643228091474
rice,8.192,516.16,12.49,516.54,29.23,38.16,20.93,78.59,6.77,6.61,343.99,36.92,339.65,0.63,0.7334,0.578,0.8739,0.1108,-0.246,-0.4203,-0.0712,0.1504,-0.0031,0.3206,5,3.98,3.16,0.0,0.1578,0.1753,5.765,18.995137114340633
chickpea,4.431,348.72,58.7,254.81,25.04,35.37,19.45,58.49,11.13,7.78,250.35,31.96,170.41,0.306,0.7167,0.5262,0.8688,0.0964,-0.0487,-0.0993,0.003,0.4496,0.2703,0.5132,5,8.83,0.37,0.0,0.2405,0.0,2.953,13.57906806155253
rice,6.185,565.9,24.3,389.42,33.74,41.84,27.72,71.54,8.9,7.17,146.3,14.34,148.04,0.53,0.3758,0.1324,0.5165,0.0634,-0.2863,-0.4327,-0.1526,0.0965,-0.0787,0.1494,5,9.42,6.84,0.0,0.4544,0.2487,4.061,40.19955501330424
soybean,8.925,571.71,24.76,508.33,34.87,43.54,29.37,73.48,6.31,7.99,281.54,20.97,163.77,1.166,0.636,0.5111,0.7255,0.0778,-0.3051,-0.3646,-0.2324,0.1901,0.0361,0.2846,4,6.8,8.54,0.0,0.4117,0.5256,2.958,51.56005563932137
cotton,5.779,838.28,46.09,885.87,27.14,35.34,19.83,51.35,6.63,7.72,231.02,39.75,144.8,0.295,0.7113,0.4141,0.8133,0.1373,-0.0393,-0.1584,0.0737,0.2308,0.1222,0.4028,4,-10.0,0.34,0.0,0.1805,0.1487,2.961,14.41684417401164
soybean,8.573,281.84,49.42,215.6,25.0,32.25,18.74,67.87,6.68,7.19,318.12,27.86,291.27,0.702,0.7223,0.5901,0.8652,0.0927,0.0461,-0.0826,0.1053,0.3162,0.1578,0.4212,3,-2.66,0.0,0.0,0.1264,0.0779,4.096,8.682808667307796
soybean,5.935,705.79,16.38,599.77,24.42,30.26,16.71,52.58,20.21,6.3,214.82,15.3,191.84,0.702,0.5872,0.3859,0.716,0.1189,-0.1207,-0.2876,-0.0136,0.3608,0.2844,0.4674,4,-6.39,0.0,0.0,0.0415,0.1223,3.989,7.182967044793206
cotton,6.057,748.74,43.45,606.77,27.94,33.46,21.02,51.78,20.7,7.1,145.64,10.12,116.04,0.766,0.6983,0.5769,0.8454,0.1382,-0.1158,-0.2197,-0.0511,0.2369,0.1617,0.3672,4,8.47,0.0,0.0,0.067,0.0719,2.662,9.164767142000734
cotton,5.365,403.56,30.26,398.69,35.12,42.92,27.04,77.7,17.98,7.11,284.46,15.7,259.63,0.969,0.711,0.5367,0.887,0.1322,-0.3542,-0.4348,-0.1601,0.0014,-0.152,0.1733,2,10.03,7.92,0.0,0.2276,0.2615,1.609,32.76361323790104
soybean,6.825,355.38,24.31,386.43,24.84,32.0,20.96,49.42,5.45,7.68,115.31,36.82,129.37,0.93,0.4951,0.2469,0.6339,0.0939,-0.0342,-0.2195,0.0241,0.237,0.0888,0.3239,3,9.17,0.0,0.0,0.0737,0.2614,3.565,18.191427575238283
chickpea,0.545,852.92,29.28,746.08,25.44,31.42,18.18,69.58,7.47,7.57,152.56,15.47,144.29,0.74,0.5861,0.4745,0.7859,0.1261,-0.1071,-0.2819,0.0727,0.1432,0.0338,0.205,2,12.07,0.0,0.0,0.1353,0.1086,2.875,14.971394463110299
maize,3.457,630.79,11.93,499.31,26.57,34.24,20.25,86.38,9.43,6.66,259.94,28.49,149.27,0.764,0.7521,0.4585,0.9491,0.0874,-0.1693,-0.3271,-0.0488,0.2429,0.1137,0.3171,1,1.18,0.0,0.0,0.2415,0.0421,6.539,12.2533534253156
soybean,2.807,308.29,18.52,289.97,27.91,35.51,20.47,70.67,12.73,6.12,235.02,24.48,227.28,0.477,0.7094,0.4183,0.9054,0.0674,-0.1928,-0.3742,-0.0549,0.2305,0.1132,0.3943,5,1.18,0.51,0.0,0.1078,0.1352,3.962,11.439594404757306
chickpea,9.168,207.5,26.63,192.53,21.71,28.44,11.85,60.42,17.6,6.75,255.28,16.45,156.29,0.669,0.7198,0.4491,0.8813,0.02,0.0516,-0.0394,0.2238,0.3108,0.1928,0.4822,4,-2.7,0.0,0.0,0.0647,0.0555,3.116,5.144304569649671
rice,0.573,549.09,14.95,451.74,33.99,40.48,31.74,77.44,13.56,7.19,287.45,30.46,184.81,0.599,0.8051,0.5557,0.9786,0.0961,-0.397,-0.4644,-0.3402,0.1033,-0.0699,0.2145,2,-5.81,5.48,0.0,0.2104,0.2231,5.178,24.11775696817117
rice,1.907,542.75,13.48,447.76,32.9,39.28,22.49,53.55,20.54,6.58,309.2,28.76,242.51,0.863,0.8467,0.6392,0.9396,0.1011,-0.2513,-0.4443,-0.0872,0.202,0.0424,0.3049,4,-1.31,4.28,0.0,0.0834,0.1873,5.587,16.09593213002434
rice,6.044,413.61,15.26,339.55,33.41,42.85,25.1,43.68,28.67,7.45,339.71,29.82,50.0,0.687,0.7218,0.5136,0.8098,0.0948,-0.2346,-0.302,-0.1039,0.0593,-0.0273,0.2045,1,4.91,7.85,0.0,0.0766,0.0761,3.997,16.25597027592911
chickpea,9.183,811.16,28.89,841.07,35.05,43.49,28.8,73.17,23.6,6.37,353.32,21.64,227.18,0.713,0.6636,0.5528,0.7519,0.0892,-0.3344,-0.4839,-0.2743,0.2545,0.1074,0.364,3,-5.38,8.49,0.0,0.3533,0.2911,2.42,36.04512574113687
wheat,6.02,684.19,17.58,712.07,27.64,33.74,21.65,77.07,19.55,7.06,313.96,12.9,195.15,0.974,0.4767,0.2516,0.6015,0.1043,-0.1547,-0.2684,-0.0555,0.2447,0.1165,0.3984,1,0.42,0.0,0.0,0.2749,0.1285,5.349,17.209192982937786
chickpea,7.646,632.31,20.71,460.98,25.98,32.85,18.74,68.95,14.65,6.86,124.64,6.25,148.96,0.804,0.7608,0.5367,0.8926,0.0631,-0.088,-0.268,0.0058,0.184,0.025,0.3292,4,0.85,0.0,0.0,0.138,0.1191,2.794,11.32504462758361
chickpea,0.753,1023.76,33.28,1248.06,30.26,35.17,21.04,65.35,11.74,7.33,377.92,16.43,81.85,0.927,0.8277,0.6743,0.9218,0.0743,-0.1053,-0.2932,-0.0004,0.2198,0.0632,0.3617,1,-2.57,0.17,0.0,0.0961,0.2666,2.999,16.05957475119346
wheat,4.591,621.03,33.71,659.16,28.5,36.02,20.79,71.89,16.88,6.75,216.24,34.57,201.71,1.101,0.8269,0.546,0.9371,0.0464,0.0059,-0.076,0.1965,0.306,0.1447,0.4086,3,5.05,1.02,0.0,0.1267,0.1303,4.928,13.964892993303913
soybean,3.547,506.64,34.6,384.09,24.71,32.63,19.5,83.01,20.03,6.14,232.04,17.7,243.59,0.502,0.7302,0.605,0.9068,0.1256,0.0386,-0.0959,0.114,0.3137,0.1711,0.4695,1,9.1,0.0,0.0,0.2433,0.3438,3.82,28.82447823140065
wheat,7.51,433.09,40.4,288.6,28.56,35.3,22.77,86.26,10.69,5.62,233.81,21.78,199.14,0.697,0.659,0.4192,0.8179,0.1223,-0.2081,-0.3951,-0.0469,0.2474,0.169,0.3514,3,0.26,0.3,0.0,0.3229,0.3074,5.002,27.43404024207439
chickpea,6.559,653.71,18.53,642.67,22.04,25.33,14.54,72.45,22.64,7.29,142.11,27.65,50.0,0.439,0.6728,0.3841,0.8258,0.0695,-0.0276,-0.213,0.1248,0.413,0.354,0.568,3,12.99,0.0,0.0,0.1236,0.078,2.712,13.466736004544877
maize,3.614,766.24,9.87,507.17,27.36,34.6,20.8,68.89,13.61,6.79,104.34,19.08,118.88,0.798,0.5465,0.4182,0.6887,0.1313,-0.1185,-0.2347,0.0385,0.0953,-0.0353,0.1867,4,-0.46,0.0,0.0,0.1857,0.2663,6.367,19.557753307050195
maize,9.275,728.2,30.73,639.88,26.37,36.04,17.49,48.8,20.63,7.27,317.02,38.26,162.18,0.974,0.5433,0.2973,0.6255,0.1359,-0.0617,-0.1305,0.097,0.1332,0.0538,0.277,5,4.94,1.04,0.0,0.1214,0.2031,6.565,16.98634682358426
rice,4.633,591.04,98.25,670.65,26.99,37.2,22.82,64.66,11.73,5.67,204.29,45.02,202.15,0.561,0.7247,0.5062,0.9199,0.1167,-0.0492,-0.1181,0.0307,0.4664,0.3279,0.5501,1,0.36,2.2,0.825,0.3547,0.3896,5.926,35.27672666482747
rice,6.683,932.79,43.22,836.11,25.84,35.88,16.33,79.94,7.54,5.99,326.9,32.52,50.0,0.74,0.7475,0.5647,0.8318,0.0996,-0.0312,-0.125,0.1103,0.276,0.1413,0.3299,5,4.35,0.88,0.0,0.2302,0.1106,5.723,16.931546089787307
rice,1.714,722.27,6.27,736.27,25.97,31.11,19.62,73.61,12.35,6.22,173.37,29.84,174.44,0.588,0.6214,0.4968,0.8169,0.1401,-0.0937,-0.2812,0.0442,0.2364,0.0881,0.2887,3,-8.33,0.0,0.0,0.2298,0.2682,5.571,21.454898417914787
chickpea,8.83,671.15,24.18,517.44,25.96,30.61,19.75,52.93,1.0,5.82,281.36,30.74,219.66,0.726,0.6306,0.4523,0.8036,0.0867,-0.0492,-0.1493,0.1152,0.3617,0.1902,0.5032,1,12.26,0.0,0.0,0.1763,0.0802,3.307,15.455630779291486
maize,0.899,445.64,6.47,549.9,31.39,37.07,24.3,72.24,12.46,6.2,219.9,31.54,143.73,1.014,0.646,0.5027,0.7549,0.0556,-0.2628,-0.3199,-0.076,0.1752,0.03,0.3122,3,-7.16,2.07,0.0,0.1643,0.0823,5.87,12.507172864433148
chickpea,3.409,475.91,73.44,422.07,22.31,31.97,17.6,66.81,5.92,8.14,165.64,32.07,162.13,1.011,0.7422,0.541,0.8737,0.0445,0.0549,-0.0659,0.2433,0.4492,0.3145,0.6223,3,4.04,0.0,0.0,0.1934,0.011,3.167,9.961616082271268
chickpea,9.505,706.39,12.27,862.87,30.23,37.36,25.0,98.0,16.39,6.56,265.45,10.27,122.1,0.719,0.7202,0.5464,0.8107,0.0582,-0.1582,-0.3277,0.0226,0.1491,0.0901,0.2526,2,15.8,2.36,0.0,0.1769,0.1735,2.922,23.352979534534693
chickpea,1.718,815.68,29.07,966.04,25.11,31.84,21.48,56.09,7.66,5.82,295.89,35.06,150.86,1.061,0.6766,0.3947,0.7938,0.1189,-0.132,-0.2225,-0.0785,0.2351,0.184,0.3326,4,3.11,0.0,0.0,0.0606,0.0577,2.927,6.246190796692081
chickpea,8.896,372.32,30.13,295.73,23.92,33.04,15.5,93.2,13.01,7.31,271.3,33.41,104.76,0.768,0.7109,0.5421,0.8457,0.1227,-0.0732,-0.2043,-0.0088,0.271,0.1213,0.4117,1,4.71,0.0,0.0,0.1631,0.1371,3.201,14.617009263111717
wheat,8.35,572.73,16.48,518.93,18.95,28.65,13.31,73.42,10.87,5.65,225.78,26.17,128.26,0.745,0.6261,0.3772,0.7913,0.0474,0.1792,0.0963,0.3545,0.3806,0.2012,0.5105,4,3.5,0.0,0.0,0.1132,0.1285,4.985,11.725540119981499
soybean,7.023,675.87,66.72,489.85,26.91,31.76,18.03,85.02,3.94,6.1,114.38,27.58,50.0,0.915,0.7863,0.5038,0.8836,0.0357,-0.0105,-0.1079,0.1849,0.366,0.3086,0.4391,3,6.44,0.0,0.0,0.4108,0.1722,4.007,27.018825263092676
chickpea,3.362,1128.03,15.25,1138.11,21.61,28.46,13.05,71.83,12.46,5.79,237.91,30.42,137.6,0.615,0.7109,0.5844,0.8872,0.1448,0.0074,-0.1125,0.0938,0.2663,0.1769,0.4384,2,6.32,0.0,0.0,0.1091,0.1599,2.61,14.026010409616235
wheat,3.75,737.12,52.65,762.08,33.17,42.8,28.35,71.94,19.27,7.31,208.21,19.05,229.08,0.703,0.6596,0.4564,0.8019,0.1376,-0.2518,-0.3474,-0.1327,0.079,-0.0118,0.1682,2,-0.24,7.8,0.0,0.174,0.223,4.048,24.93762176189379
soybean,2.245,392.49,7.69,380.11,24.73,31.27,17.31,69.05,13.34,6.31,218.65,9.87,154.76,0.322,0.6279,0.4487,0.807,0.1266,-0.1217,-0.2829,-0.0523,0.232,0.1329,0.3184,5,6.23,0.0,0.0,0.1264,0.1605,3.798,14.7298206424489
wheat,5.251,716.39,67.15,680.94,20.84,29.64,15.65,88.98,4.45,6.81,249.16,32.25,212.25,0.419,0.8411,0.5528,1.0,0.0701,0.2288,0.1631,0.3113,0.4755,0.3986,0.5788,3,14.09,0.0,0.0,0.2031,0.0455,5.055,15.692158206224516
wheat,1.887,461.37,36.58,335.42,33.06,42.91,23.64,90.51,20.08,7.55,64.27,21.36,202.75,1.054,0.62,0.4173,0.7505,0.1335,-0.1924,-0.361,-0.0004,0.0195,-0.0401,0.1858,3,12.57,7.91,0.0,0.3703,0.1782,3.456,35.84316034149968
chickpea,5.032,765.58,25.27,857.08,28.61,34.64,21.19,89.56,14.67,5.76,376.3,21.88,233.91,1.039,0.7238,0.5559,0.9163,0.073,-0.2134,-0.3638,-0.0161,0.1377,0.0837,0.3137,2,5.18,0.0,0.0,0.3837,0.1512,2.89,24.489966597555583
chickpea,8.3,614.14,39.31,585.52,25.51,30.89,15.35,72.99,12.75,5.66,344.49,5.0,91.25,1.388,0.5956,0.3437,0.6968,0.0937,-0.0185,-0.1939,0.1076,0.361,0.2378,0.4591,3,2.34,0.0,0.0,0.2417,0.0509,3.104,13.092794935087621
maize,4.731,675.18,27.09,655.89,18.82,21.83,14.81,74.92,19.21,6.95,353.94,19.39,165.36,0.598,0.7382,0.5376,0.8232,0.1446,0.0912,-0.0769,0.2424,0.309,0.212,0.4787,3,10.96,0.0,0.0,0.0928,0.1149,6.0,13.089029673551067
chickpea,4.725,653.09,15.0,565.17,36.94,44.87,30.98,77.32,12.83,7.08,257.67,31.55,177.17,0.962,0.5771,0.4751,0.677,0.0594,-0.4273,-0.4798,-0.2913,-0.0033,-0.0965,0.0581,3,-5.19,9.87,0.0,0.2176,0.1675,2.095,26.31330545239908
cotton,2.9,431.8,49.37,479.9,32.57,37.07,26.36,95.62,15.91,7.07,342.77,29.09,227.43,0.697,0.7552,0.5904,0.8553,0.1134,-0.1698,-0.301,0.0246,0.2652,0.0914,0.4144,2,7.93,2.07,0.0,0.6262,0.3253,2.457,45.358181990837146
soybean,4.87,482.49,11.36,320.91,27.25,35.6,16.12,54.47,22.71,7.07,261.25,30.81,130.75,0.329,0.6637,0.4891,0.788,0.0929,-0.205,-0.319,-0.0572,0.1034,-0.0087,0.2296,2,3.54,0.6,0.0,0.1157,0.0192,3.93,7.54784416268173
chickpea,5.464,669.89,48.38,593.39,22.8,28.84,15.86,83.44,20.6,5.77,269.72,21.95,126.54,0.843,0.6984,0.5344,0.7973,0.0875,-0.0466,-0.1877,0.0715,0.3273,0.2627,0.3823,2,3.95,0.0,0.0,0.2388,0.155,2.726,18.242852854136622
rice,7.455,633.39,14.85,587.79,27.56,31.96,20.35,68.8,25.51,5.94,288.31,20.13,243.44,0.739,0.6583,0.5379,0.849,0.1868,-0.1486,-0.2609,0.0046,0.2371,0.1121,0.3098,3,5.18,0.0,0.0,0.0817,0.0,6.106,5.308779599316524
rice,1.3,903.92,20.36,909.2,30.37,37.5,25.76,86.49,10.33,7.16,320.44,31.57,198.89,0.798,0.7487,0.6017,0.9043,0.1285,-0.254,-0.3764,-0.131,0.2457,0.1905,0.3966,3,5.52,2.5,0.0,0.382,0.2383,5.707,30.949387561775787
chickpea,4.547,809.44,45.23,578.16,30.27,37.29,24.16,72.73,9.58,6.11,333.65,11.28,137.86,0.447,0.7048,0.5978,0.8704,0.1226,-0.262,-0.3703,-0.1088,0.3172,0.1592,0.4485,4,4.79,2.29,0.0,0.2656,0.2932,2.957,28.140461144493088
soybean,8.337,770.18,71.0,650.1,26.31,35.64,23.66,59.33,11.45,6.73,291.28,27.42,200.96,0.619,0.8312,0.5838,0.931,0.021,-0.0292,-0.1732,0.1273,0.3938,0.335,0.4453,5,2.59,0.64,0.0,0.1042,0.1398,3.76,12.158977557926967
maize,3.649,566.37,42.12,437.12,21.54,27.67,9.73,73.19,22.56,7.49,321.33,23.79,285.63,1.064,0.9441,0.7955,1.0,0.0593,0.1319,-0.0425,0.2199,0.4754,0.3106,0.5497,4,-1.01,0.0,0.0,0.0388,0.0861,6.443,5.45064599294796
soybean,9.849,656.01,44.52,633.0,23.22,33.57,14.7,85.37,15.92,6.81,166.1,29.03,252.42,0.432,0.6532,0.4931,0.809,0.0885,0.0472,-0.1367,0.123,0.2254,0.1052,0.3828,2,15.78,0.0,0.0,0.263,0.153,3.694,23.605061507821613
wheat,4.496,927.91,47.88,885.08,30.84,38.95,25.78,83.18,29.27,6.67,213.19,23.79,149.85,1.241,0.6419,0.4662,0.794,0.1284,-0.1719,-0.3312,0.0049,0.2496,0.1073,0.4065,2,7.2,3.95,0.0,0.5439,0.3428,4.456,44.365279174814496
wheat,1.236,851.46,14.16,676.8,33.06,39.72,26.83,36.86,15.97,7.14,277.65,28.86,143.48,0.783,0.5737,0.3504,0.7351,0.1479,-0.3177,-0.4883,-0.2381,0.0413,-0.0338,0.19,4,6.21,4.72,0.0,0.0665,0.1608,3.89,16.99446318285482
cotton,3.974,150.0,65.86,154.69,33.77,42.13,24.44,80.12,18.21,7.31,211.03,26.04,236.29,1.053,0.7054,0.5968,0.7936,0.0374,-0.2037,-0.3109,-0.0977,0.1034,0.02,0.2389,3,0.98,7.13,0.0,0.4702,0.2455,2.038,37.81533657647717
chickpea,7.611,550.55,47.08,607.08,20.21,29.5,14.26,49.18,2.83,7.31,319.0,34.4,172.6,0.925,0.9034,0.7515,1.0,0.133,0.1309,0.0077,0.2526,0.5061,0.3805,0.5612,3,5.72,0.0,0.0,0.0381,0.0484,2.973,5.888556999784635
wheat,7.537,539.43,40.83,367.69,19.86,22.65,15.27,73.52,12.5,7.23,241.69,28.09,189.2,0.995,0.6378,0.4233,0.7231,0.1277,0.0898,-0.1063,0.2453,0.2614,0.1144,0.3425,5,5.47,0.0,0.0,0.1257,0.217,4.696,16.945303962203102
